plant_id_eia,plant_primary_fuel,data_availability,ba_code,ba_code_physical,state,distribution_flag,fuel_category,fuel_category_eia930,timezone,shaped_plant_id
1,DFO,eia_only,AKMS,AKMS,AK,True,petroleum,petroleum,America/Anchorage,990208
2,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
3,NG,cems_and_eia,SOCO,SOCO,AL,False,natural_gas,natural_gas,America/Chicago,
4,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
7,NG,eia_only,SOCO,SOCO,AL,False,natural_gas,natural_gas,America/Chicago,917905
9,NG,cems_and_eia,EPE,EPE,TX,False,natural_gas,natural_gas,America/Denver,907605
10,NG,cems_and_eia,SOCO,SOCO,AL,False,natural_gas,natural_gas,America/Chicago,
11,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
12,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
13,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
14,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
15,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
16,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
17,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
18,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
19,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
20,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
21,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
26,BIT,cems_and_eia,SOCO,SOCO,AL,False,coal,coal,America/Chicago,
30,DFO,eia_only,MISO,MISO,MN,False,petroleum,petroleum,America/Chicago,912908
34,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
38,WAT,eia_only,SOCO,SOCO,AL,False,hydro,hydro,America/Chicago,917904
46,NUC,eia_only,TVA,TVA,AL,False,nuclear,nuclear,America/Chicago,919406
47,NG,cems_and_eia,TVA,TVA,AL,False,natural_gas,natural_gas,America/Chicago,919405
48,WAT,eia_only,TVA,TVA,AL,False,hydro,hydro,America/Chicago,919404
49,WAT,eia_only,TVA,TVA,AL,False,hydro,hydro,America/Chicago,919404
51,LIG,cems_and_eia,MISO,MISO,LA,False,coal,coal,America/Chicago,912902
53,WAT,eia_only,AEC,AEC,AL,True,hydro,hydro,America/Chicago,900204
54,NG,cems_and_eia,PJM,PJM,KY,False,natural_gas,natural_gas,America/New_York,
55,WAT,eia_only,AEC,AEC,AL,True,hydro,hydro,America/Chicago,900204
59,SUB,cems_and_eia,SWPP,SWPP,NE,False,coal,coal,America/Chicago,918602
60,RC,cems_and_eia,SWPP,SWPP,NE,False,coal,coal,America/Chicago,
62,WAT,eia_only,AKMS,AKMS,AK,True,hydro,hydro,America/Juneau,990204
63,WAT,eia_only,AKMS,AKMS,AK,True,hydro,hydro,America/Juneau,990204
64,DFO,eia_only,AKMS,AKMS,AK,False,petroleum,petroleum,America/Juneau,990208
65,WAT,eia_only,AKMS,AKMS,AK,False,hydro,hydro,America/Juneau,990204
66,WAT,eia_only,AKMS,AKMS,AK,True,hydro,hydro,America/Juneau,990204
69,DFO,eia_only,AKMS,AKMS,AK,True,petroleum,petroleum,America/Juneau,990208
70,WAT,eia_only,AKMS,AKMS,AK,False,hydro,hydro,America/Anchorage,990204
71,WAT,eia_only,AKMS,AKMS,AK,False,hydro,hydro,America/Anchorage,990204
72,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
75,NG,eia_only,CEA,CEA,AK,False,natural_gas,natural_gas,America/Anchorage,903205
77,WAT,eia_only,CEA,CEA,AK,False,hydro,hydro,America/Anchorage,903204
78,WAT,eia_only,AKMS,AKMS,AK,False,hydro,hydro,America/Juneau,990204
79,SUB,eia_only,AKMS,AKMS,AK,True,coal,coal,America/Anchorage,990202
84,WAT,eia_only,AKMS,AKMS,AK,True,hydro,hydro,America/Sitka,990204
85,DFO,eia_only,AKMS,AKMS,AK,True,petroleum,petroleum,America/Sitka,990208
88,WAT,eia_only,NYIS,NYIS,NY,True,hydro,hydro,America/New_York,914704
90,DFO,eia_only,AKMS,AKMS,AK,True,petroleum,petroleum,America/Nome,990208
91,WAT,eia_only,AKMS,AKMS,AK,True,hydro,hydro,America/Sitka,990204
92,DFO,eia_only,AKMS,AKMS,AK,False,petroleum,petroleum,America/Anchorage,990208
93,WAT,eia_only,AKMS,AKMS,AK,False,hydro,hydro,America/Sitka,990204
95,DFO,eia_only,AKMS,AKMS,AK,True,petroleum,petroleum,America/Sitka,990208
96,NG,eia_only,CEA,CEA,AK,False,natural_gas,natural_gas,America/Anchorage,903205
99,NG,eia_only,PSEI,PSEI,WA,False,natural_gas,natural_gas,America/Los_Angeles,916105
100,WAT,eia_only,SRP,SRP,AZ,True,hydro,hydro,America/Phoenix,918504
104,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
108,SUB,cems_and_eia,SWPP,SWPP,KS,False,coal,coal,America/Chicago,
109,DFO,eia_only,AKMS,AKMS,AK,True,petroleum,petroleum,America/Anchorage,990208
113,SUB,cems_and_eia,AZPS,AZPS,AZ,False,coal,coal,America/Phoenix,
114,DFO,eia_only,AZPS,AZPS,AZ,False,petroleum,petroleum,America/Phoenix,902008
116,NG,cems_and_eia,AZPS,AZPS,AZ,False,natural_gas,natural_gas,America/Phoenix,
117,NG,cems_and_eia,AZPS,AZPS,AZ,False,natural_gas,natural_gas,America/Phoenix,
118,NG,cems_and_eia,AZPS,AZPS,AZ,False,natural_gas,natural_gas,America/Phoenix,
120,NG,cems_and_eia,AZPS,AZPS,AZ,False,natural_gas,natural_gas,America/Phoenix,
124,NG,cems_and_eia,TEPC,TEPC,AZ,False,natural_gas,natural_gas,America/Phoenix,918905
126,NG,cems_and_eia,TEPC,TEPC,AZ,False,natural_gas,natural_gas,America/Phoenix,
130,RC,cems_and_eia,SC,SC,SC,False,coal,coal,America/New_York,
136,BIT,cems_and_eia,SEC,SEC,FL,False,coal,coal,America/New_York,
141,NG,cems_and_eia,SRP,SRP,AZ,False,natural_gas,natural_gas,America/Phoenix,918505
143,NG,eia_only,SRP,SRP,AZ,True,natural_gas,natural_gas,America/Phoenix,
145,WAT,eia_only,SRP,SRP,AZ,False,hydro,hydro,America/Phoenix,918504
147,NG,cems_and_eia,SRP,SRP,AZ,False,natural_gas,natural_gas,America/Phoenix,
148,WAT,eia_only,SRP,SRP,AZ,False,hydro,hydro,America/Phoenix,918504
149,WAT,eia_only,SRP,SRP,AZ,False,hydro,hydro,America/Phoenix,918504
150,WAT,eia_only,SRP,SRP,AZ,False,hydro,hydro,America/Phoenix,918504
151,NG,eia_only,BANC,BANC,CA,False,natural_gas,natural_gas,America/Los_Angeles,902105
152,WAT,eia_only,WALC,WALC,AZ,False,hydro,hydro,America/Phoenix,919804
153,WAT,eia_only,WALC,WALC,AZ,False,hydro,hydro,America/Phoenix,919804
154,WAT,eia_only,WALC,WALC,NV,False,hydro,hydro,America/Phoenix,919804
159,WAT,eia_only,PACE,PACE,UT,True,hydro,hydro,America/Denver,915404
160,NG,cems_and_eia,WALC,WALC,AZ,False,natural_gas,natural_gas,America/Phoenix,
161,WAT,eia_only,TIDC,TIDC,CA,False,hydro,hydro,America/Los_Angeles,919104
162,WAT,eia_only,TIDC,TIDC,CA,True,hydro,hydro,America/Los_Angeles,919104
165,SUB,cems_and_eia,SWPP,SWPP,OK,False,coal,coal,America/Chicago,
166,WAT,eia_only,MISO,MISO,AR,False,hydro,hydro,America/Chicago,912904
170,NG,cems_and_eia,MISO,MISO,AR,False,natural_gas,natural_gas,America/Chicago,912905
172,DFO,eia_only,MISO,MISO,AR,False,petroleum,petroleum,America/Chicago,912908
174,WAT,eia_only,MISO,MISO,AR,False,hydro,hydro,America/Chicago,912904
180,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
182,WAT,eia_only,SPA,SPA,AR,False,hydro,hydro,America/Chicago,918004
187,WAT,eia_only,MISO,MISO,AR,False,hydro,hydro,America/Chicago,912904
188,WAT,eia_only,SPA,SPA,AR,False,hydro,hydro,America/Chicago,918004
193,DFO,eia_only,SPA,SPA,AR,False,petroleum,petroleum,America/Chicago,918008
195,WAT,eia_only,SWPP,SWPP,AR,False,hydro,hydro,America/Chicago,918604
196,WAT,eia_only,SPA,SPA,AR,False,hydro,hydro,America/Chicago,918004
197,WAT,eia_only,MISO,MISO,AR,False,hydro,hydro,America/Chicago,912904
198,WAT,eia_only,SPA,SPA,AR,False,hydro,hydro,America/Chicago,918004
199,WAT,eia_only,SPA,SPA,AR,False,hydro,hydro,America/Chicago,918004
201,NG,cems_and_eia,SWPP,SWPP,AR,False,natural_gas,natural_gas,America/Chicago,918605
202,NG,eia_only,MISO,MISO,AR,False,natural_gas,natural_gas,America/Chicago,
203,NG,cems_and_eia,MISO,MISO,AR,False,natural_gas,natural_gas,America/Chicago,912905
204,NUC,eia_only,MISO,MISO,IL,False,nuclear,nuclear,America/Chicago,912906
210,NUC,eia_only,SWPP,SWPP,KS,False,nuclear,nuclear,America/Chicago,918606
214,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
215,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
217,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
218,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
219,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
220,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
221,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
222,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
223,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
224,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,
225,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
227,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
229,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
231,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
232,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
233,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
235,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
236,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
237,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
238,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
239,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
240,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
241,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
242,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,
243,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
244,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
246,NG,eia_only,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,903905
248,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,
249,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
250,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,
253,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
254,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
255,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,
258,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
260,NG,cems_and_eia,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,903905
261,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
262,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
264,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
265,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
266,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
267,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
268,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
269,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
270,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
272,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
274,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
275,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
276,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
277,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,
279,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
280,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
281,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
282,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
283,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
284,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
285,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
286,GEO,eia_only,CISO,CISO,CA,False,geothermal,other,America/Los_Angeles,903903
287,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
289,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,
290,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
291,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
292,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
293,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
294,WAT,eia_only,PACW,PACW,CA,False,hydro,hydro,America/Los_Angeles,915504
295,WAT,eia_only,PACW,PACW,CA,False,hydro,hydro,America/Los_Angeles,915504
296,WAT,eia_only,PACW,PACW,CA,False,hydro,hydro,America/Los_Angeles,915504
297,WAT,eia_only,PACW,PACW,CA,False,hydro,hydro,America/Los_Angeles,915504
298,SUB,cems_and_eia,ERCO,ERCO,TX,False,coal,coal,America/Chicago,
299,GEO,eia_only,PACE,PACE,UT,True,geothermal,other,America/Denver,915403
313,WAT,eia_only,AKMS,AKMS,AK,False,hydro,hydro,America/Sitka,990204
314,WAT,eia_only,IID,IID,CA,True,hydro,hydro,America/Los_Angeles,910604
315,NG,cems_and_eia,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,
316,WAT,eia_only,LDWP,LDWP,CA,True,hydro,hydro,America/Los_Angeles,911904
317,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
318,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
319,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
320,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
321,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
322,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
323,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
324,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
325,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
326,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
327,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
332,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
335,NG,cems_and_eia,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,903905
336,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
337,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,
338,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
339,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
340,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
341,NG,cems_and_eia,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,903905
342,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
344,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
350,NG,cems_and_eia,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,903905
353,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
354,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
356,NG,cems_and_eia,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,903905
357,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
358,NG,cems_and_eia,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,
361,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
363,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
365,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,
371,NUC,eia_only,BPAT,BPAT,WA,False,nuclear,nuclear,America/Los_Angeles,902706
376,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
377,NG,cems_and_eia,LDWP,LDWP,CA,False,natural_gas,natural_gas,America/Los_Angeles,
378,WAT,eia_only,MISO,MISO,MN,True,hydro,hydro,America/Chicago,912904
380,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
381,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
382,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
384,NG,cems_and_eia,PJM,PJM,IL,False,natural_gas,natural_gas,America/Chicago,915705
385,WAT,eia_only,IID,IID,CA,False,hydro,hydro,America/Los_Angeles,910604
386,WAT,eia_only,IID,IID,CA,False,hydro,hydro,America/Los_Angeles,910604
387,WAT,eia_only,IID,IID,CA,False,hydro,hydro,America/Los_Angeles,910604
388,WAT,eia_only,IID,IID,CA,False,hydro,hydro,America/Los_Angeles,910604
389,NG,cems_and_eia,IID,IID,CA,False,natural_gas,natural_gas,America/Los_Angeles,910605
390,WAT,eia_only,AKMS,AKMS,AK,True,hydro,hydro,America/Anchorage,990204
391,WAT,eia_only,LDWP,LDWP,CA,True,hydro,hydro,America/Los_Angeles,911904
392,WAT,eia_only,LDWP,LDWP,CA,False,hydro,hydro,America/Los_Angeles,911904
393,WAT,eia_only,LDWP,LDWP,CA,False,hydro,hydro,America/Los_Angeles,911904
394,WAT,eia_only,LDWP,LDWP,CA,True,hydro,hydro,America/Los_Angeles,911904
396,WAT,eia_only,LDWP,LDWP,CA,True,hydro,hydro,America/Los_Angeles,911904
397,WAT,eia_only,LDWP,LDWP,CA,True,hydro,hydro,America/Los_Angeles,911904
398,WAT,eia_only,LDWP,LDWP,CA,True,hydro,hydro,America/Los_Angeles,911904
399,NG,cems_and_eia,LDWP,LDWP,CA,False,natural_gas,natural_gas,America/Los_Angeles,
400,NG,cems_and_eia,LDWP,LDWP,CA,False,natural_gas,natural_gas,America/Los_Angeles,
401,WAT,eia_only,LDWP,LDWP,CA,False,hydro,hydro,America/Los_Angeles,911904
402,WAT,eia_only,LDWP,LDWP,CA,True,hydro,hydro,America/Los_Angeles,911904
403,WAT,eia_only,LDWP,LDWP,CA,True,hydro,hydro,America/Los_Angeles,911904
404,NG,cems_and_eia,LDWP,LDWP,CA,False,natural_gas,natural_gas,America/Los_Angeles,
406,DFO,eia_only,AKMS,AKMS,AK,True,petroleum,petroleum,America/Anchorage,990208
407,WAT,eia_only,LDWP,LDWP,CA,False,hydro,hydro,America/Los_Angeles,911904
408,NG,cems_and_eia,LDWP,LDWP,CA,False,natural_gas,natural_gas,America/Los_Angeles,
409,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
410,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
412,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
413,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
414,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
415,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
416,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
417,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
418,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
419,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
421,DFO,eia_only,AKMS,AKMS,AK,True,petroleum,petroleum,America/Sitka,990208
422,NG,cems_and_eia,CISO,CISO,CA,True,natural_gas,natural_gas,America/Los_Angeles,
423,DFO,eia_only,AKMS,AKMS,AK,True,petroleum,petroleum,America/Sitka,990208
424,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
425,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
426,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
427,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
428,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
430,WAT,eia_only,BANC,BANC,CA,False,hydro,hydro,America/Los_Angeles,902104
431,WAT,eia_only,BANC,BANC,CA,False,hydro,hydro,America/Los_Angeles,902104
432,WAT,eia_only,BANC,BANC,CA,False,hydro,hydro,America/Los_Angeles,902104
433,WAT,eia_only,BANC,BANC,CA,False,hydro,hydro,America/Los_Angeles,902104
435,WAT,eia_only,BANC,BANC,CA,False,hydro,hydro,America/Los_Angeles,902104
436,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
437,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
438,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
439,WAT,eia_only,TIDC,TIDC,CA,False,hydro,hydro,America/Los_Angeles,919104
440,WAT,eia_only,TIDC,TIDC,CA,False,hydro,hydro,America/Los_Angeles,919104
441,WAT,eia_only,BANC,WALC,CA,False,hydro,hydro,America/Los_Angeles,902104
442,WAT,eia_only,BANC,WALC,CA,False,hydro,hydro,America/Los_Angeles,902104
443,WAT,eia_only,BANC,WALC,CA,False,hydro,hydro,America/Los_Angeles,902104
444,WAT,eia_only,BANC,WALC,CA,False,hydro,hydro,America/Los_Angeles,902104
445,WAT,eia_only,BANC,WALC,CA,False,hydro,hydro,America/Los_Angeles,902104
446,WAT,eia_only,CISO,WALC,CA,False,hydro,hydro,America/Los_Angeles,903904
447,WAT,eia_only,WALC,WALC,CA,False,hydro,hydro,America/Los_Angeles,919804
448,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
450,WAT,eia_only,BANC,WALC,CA,False,hydro,hydro,America/Los_Angeles,902104
451,WAT,eia_only,BANC,WALC,CA,False,hydro,hydro,America/Los_Angeles,902104
454,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
455,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
457,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
460,DFO,eia_only,PSCO,PSCO,CO,False,petroleum,petroleum,America/Denver,916008
464,NG,eia_only,PSCO,PSCO,CO,False,natural_gas,natural_gas,America/Denver,916005
466,WAT,eia_only,PSCO,PSCO,CO,False,hydro,hydro,America/Denver,916004
467,WAT,eia_only,PSCO,PSCO,CO,False,hydro,hydro,America/Denver,916004
469,NG,cems_and_eia,PSCO,PSCO,CO,False,natural_gas,natural_gas,America/Denver,
470,SUB,cems_and_eia,WACM,PSCO,CO,False,coal,coal,America/Denver,
471,NG,eia_only,PSCO,PSCO,CO,False,natural_gas,natural_gas,America/Denver,916005
472,WAT,eia_only,PSCO,PSCO,CO,True,hydro,hydro,America/Denver,916004
473,WAT,eia_only,PSCO,PSCO,CO,True,hydro,hydro,America/Denver,916004
474,WAT,eia_only,PSCO,PSCO,CO,True,hydro,hydro,America/Denver,916004
476,WAT,eia_only,PSCO,PSCO,CO,False,hydro,hydro,America/Denver,916004
477,NG,eia_only,PSCO,PSCO,CO,False,natural_gas,natural_gas,America/Denver,916005
479,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
480,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
481,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
482,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
483,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
484,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
487,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
489,WAT,eia_only,TIDC,TIDC,CA,False,hydro,hydro,America/Los_Angeles,919104
491,DFO,eia_only,PSCO,PSCO,CO,True,petroleum,petroleum,America/Denver,916008
492,NG,cems_and_eia,WACM,WACM,CO,False,natural_gas,natural_gas,America/Denver,
493,NG,eia_only,WACM,WACM,CO,True,natural_gas,natural_gas,America/Denver,919705
494,WAT,eia_only,WACM,WACM,CO,True,hydro,hydro,America/Denver,919704
495,WAT,eia_only,WACM,WACM,CO,True,hydro,hydro,America/Denver,919704
502,DFO,eia_only,WACM,WACM,CO,True,petroleum,petroleum,America/Denver,919708
504,DFO,eia_only,WACM,WACM,CO,True,petroleum,petroleum,America/Denver,919708
505,WAT,eia_only,WAUW,WAUW,WY,False,hydro,hydro,America/Denver,920004
507,DFO,eia_only,WACM,WACM,CO,False,petroleum,petroleum,America/Denver,919708
508,WND,eia_only,PSCO,PSCO,CO,False,wind,wind,America/Denver,916012
